player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Cedrick Wilson Jr.,48170,WR,MIA,1,0.0,0,1,17,,0,0,,4.8,0,0,,,0,1,,1,100.0,0,0,,,,79.4,72.3,70.2,85.0,60.0,68.6,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,4.8,0,0,,,0,1,,1,100.0,0,0,,,,75.6,70.1,60.4,84.7,60.0,60.5,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,73.4,68.0,70.5,77.7,,72.0,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,40.4,75.8,,50.0,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Parris Campbell,47940,WR,NYG,1,0.0,0,1,21,,0,0,,2.8,0,0,,,0,1,,1,100.0,0,0,,,,67.7,73.9,49.4,82.7,60.0,48.8,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,2.8,0,0,,,0,1,,1,100.0,0,0,,,,65.6,73.3,49.3,82.5,60.0,48.7,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,74.6,68.8,63.2,77.2,,62.6,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,72.1,67.0,69.4,77.4,,67.8,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Kadarius Toney,61245,WR,KC,1,0.0,0,1,16,0.0,1,1,16.0,4.6,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,31.3,76.4,60.6,83.7,55.1,60.6,,59.0,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,57.1,27.4,65.0,83.7,,66.1,,59.0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,16.0,4.6,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,36.2,67.0,52.8,73.8,55.1,55.5,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,78.0,19.8,67.7,74.3,,70.2,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Jakobi Meyers,47468,WR,LV,1,0.0,0,1,23,,0,1,,4.3,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,70.6,79.7,72.3,53.8,60.0,74.6,,66.8,0,0,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,70.0,79.5,70.8,52.3,,73.9,,66.8,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,1,,4.3,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,74.6,69.5,65.1,78.5,60.0,64.6,,,0,0,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,73.4,68.0,56.8,77.2,,59.7,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Josh Jacobs,45953,HB,LV,1,0.0,0,1,23,,0,0,,5.4,0,0,,,0,1,,1,100.0,0,0,,,,34.5,57.9,62.6,23.0,60.0,38.3,,70.3,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,5.4,0,0,,,0,1,,1,100.0,0,0,,,,65.0,70.2,68.3,20.0,60.0,67.1,,70.3,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,29.1,19.2,48.1,76.6,,28.3,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,78.0,71.1,74.5,77.8,,86.5,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Devin Singletary,40485,HB,HST,1,100.0,0,1,13,100.0,1,1,12.0,2.7,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,,63.2,90.0,60.8,86.1,69.5,47.6,,66.7,0,0,1,0.0,131.3,0.0,0,0,0,0,1,0,0.0,6,6.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,68.7,90.0,63.7,86.2,,53.8,,66.7,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,12.0,2.7,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,,64.7,63.8,52.3,76.7,69.5,50.0,,,0,0,1,0.0,131.3,0.0,0,0,0,0,1,0,0.0,6,6.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,74.6,68.8,67.0,76.9,,74.2,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,6.0
Tank Dell,78874,WR,HST,1,0.0,0,1,13,,0,0,,4.6,0,0,,,0,1,,1,100.0,0,0,,,,63.9,81.1,87.5,86.8,60.0,86.6,,71.2,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,4.6,0,0,,,0,1,,1,100.0,0,0,,,,65.8,80.3,82.7,86.5,60.0,83.3,,71.2,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,58.5,71.1,74.3,79.3,,72.0,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,64.7,61.2,38.0,76.3,,45.8,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Kyle Trask,39987,QB,TB,1,0.0,0,1,30,0.0,1,1,12.0,2.3,0,1,100.0,0.0,0,0,,1,100.0,0,0,,,,,64.5,86.0,69.2,82.7,,,60.0,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,12.0,2.3,0,1,100.0,0.0,0,0,,1,100.0,0,0,,,,,64.5,86.0,69.2,82.7,,,60.0,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Logan Cooke,29214,P,JAX,1,-100.0,0,1,15,100.0,1,1,4.0,2.4,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,,60.4,70.3,65.7,66.9,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,13,13.0,100.0,1,1,4.0,2.4,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,,60.4,70.3,65.7,66.9,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,13,13.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-13.0
Nathan Peterman,11926,QB,CHI,1,0.0,0,1,6,,0,0,,5.9,0,0,,,0,1,,1,100.0,0,0,,,,,65.2,58.4,68.2,60.0,,,60.0,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,5.9,0,0,,,0,1,,1,100.0,0,0,,,,,65.2,58.4,68.2,60.0,,,60.0,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Jonnu Smith,11855,TE,ATL,1,0.0,0,1,2,0.0,1,1,9.0,3.3,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,57.8,27.7,55.8,18.8,56.3,60.8,,56.9,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,9.0,3.3,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,73.5,26.2,54.0,29.7,56.3,59.9,,56.9,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,47.7,72.3,83.1,12.6,,89.3,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,75.6,69.5,79.5,77.7,,84.5,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Chris Godwin,11839,WR,TB,1,0.0,0,1,30,0.0,1,1,18.0,3.6,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,79.1,79.8,77.0,88.6,49.6,75.6,,77.1,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,75.3,78.8,73.3,88.3,,72.2,,77.1,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,18.0,3.6,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,80.6,73.0,72.1,80.9,49.6,72.7,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,74.6,68.8,51.9,78.1,,57.5,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Ja'Marr Chase,84270,WR,CIN,1,100.0,0,1,7,100.0,1,1,-7.0,4.8,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,73.0,47.9,86.5,74.7,60.0,86.5,,52.8,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-7,-7.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,73.4,47.9,81.2,73.5,,82.3,,52.8,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-7.0,4.8,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,83.6,74.7,90.5,83.3,60.0,90.3,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-7,-7.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,84.1,74.6,76.7,81.8,,80.7,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-7.0
Amon-Ra St. Brown,84470,WR,DET,1,0.0,0,1,11,,0,0,,4.7,0,0,,,0,1,,1,100.0,0,0,,,,88.0,51.8,89.3,87.9,60.0,89.3,,65.3,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,4.7,0,0,,,0,1,,1,100.0,0,0,,,,79.1,48.7,87.5,87.6,60.0,88.0,,65.3,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,83.2,74.1,78.3,80.2,,76.6,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,60.2,71.5,69.6,77.4,,69.4,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Drake London,86519,WR,ATL,1,100.0,0,1,2,100.0,1,1,12.0,4.0,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,,76.0,78.7,80.9,88.2,69.5,79.9,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,22,22.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,80.4,77.4,73.2,87.7,,73.1,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,12.0,4.0,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,,60.6,72.0,85.1,80.5,69.5,81.8,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,22,22.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,70.5,65.8,54.6,75.9,,57.9,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,22.0
Garrett Wilson,97405,WR,NYJ,1,0.0,0,1,22,0.0,1,1,9.0,2.9,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,71.6,26.6,76.7,88.6,53.5,76.2,,61.6,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,9.0,2.9,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,60.4,25.4,68.6,88.4,53.5,68.4,,61.6,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,63.2,72.3,84.3,80.0,,82.2,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,28.6,67.0,49.3,78.2,,51.1,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Tyler Boyd,10689,WR,CIN,1,0.0,0,1,7,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,69.8,79.3,64.1,51.8,,65.4,,59.1,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,78.7,79.6,65.6,50.2,,68.3,,59.1,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,-6.0,4.4,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,52.1,70.1,39.2,77.8,57.3,50.0,,,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,0,0.0,1,1,-6.0,4.4,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,78.0,71.6,41.8,77.3,57.3,58.4,,,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,0.0
Dontayvion Wicks,99711,WR,GB,1,-100.0,0,1,12,100.0,1,1,9.0,2.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,59.2,25.3,75.3,54.6,69.9,74.2,,59.2,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,14,14.0,100.0,1,1,9.0,2.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,64.4,22.8,64.8,52.5,69.9,63.7,,59.2,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,14,14.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,56.7,70.6,90.5,76.8,,89.2,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,68.3,64.0,58.8,74.6,,59.5,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-14.0
Keenan Allen,7857,WR,LAC,1,-100.0,0,1,27,100.0,1,1,23.0,2.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,72.6,29.5,89.1,74.2,73.6,88.8,,,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,49,49.0,100.0,1,1,23.0,2.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,70.2,28.9,87.9,72.8,73.6,88.8,,,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,49,49.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,82.2,73.6,66.1,80.5,,67.5,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,78.7,71.5,51.5,79.5,,59.1,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-49.0
DeAndre Hopkins,7808,WR,TEN,1,0.0,0,1,31,,0,0,,8.6,0,0,,,0,1,,1,100.0,0,0,,,,64.0,79.4,82.9,49.1,,82.8,,64.5,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,8.6,0,0,,,0,1,,1,100.0,0,0,,,,61.5,77.5,70.5,44.3,,71.0,,64.5,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,67.0,73.3,90.3,80.9,,89.0,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,64.7,61.2,47.4,77.8,,50.9,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Johnny Hekker,7252,P,CAR,1,-100.0,0,1,5,100.0,1,1,-4.0,2.3,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,,60.4,60.8,65.7,60.3,,,,0,0,1,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0,100.0,1,1,-4.0,2.3,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,,60.4,60.8,65.7,60.3,,,,0,0,1,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-7.0
Thomas Morstead,5088,P,NYJ,1,-100.0,0,1,22,100.0,1,1,9.0,1.9,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,,60.4,70.3,67.4,67.2,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,18,18.0,100.0,1,1,9.0,1.9,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,,60.4,70.3,67.4,67.2,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,18,18.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-18.0
